client_name,rig_name,job_date,job_time,Depth,ROP
CVX,CVX1,1/1/2021,3:00:00,1000,100
CVX,CVX1,1/1/2021,3:00:01,1001,101
CVX,CVX1,1/1/2021,3:00:02,1002,102
CVX,CVX1,1/1/2021,3:00:03,1003,103
CVX,CVX1,1/1/2021,3:00:04,1004,104
CVX,CVX1,1/1/2021,3:00:05,1005,105
CVX,CVX1,1/1/2021,3:00:06,1006,106
CVX,CVX1,1/1/2021,3:00:07,1007,107
CVX,CVX1,1/1/2021,3:00:08,1008,108
CVX,CVX1,1/1/2021,3:00:09,1009,109
CVX,CVX1,1/1/2021,3:00:10,1010,110
CVX,CVX1,1/1/2021,3:00:11,1011,111
CVX,CVX1,1/1/2021,3:00:12,1012,112
CVX,CVX1,1/1/2021,3:00:13,1013,113
CVX,CVX1,1/1/2021,3:00:14,1014,114
CVX,CVX1,1/1/2021,3:00:15,1015,115
CVX,CVX1,1/1/2021,3:00:16,1016,116
CVX,CVX1,1/1/2021,3:00:17,1017,117
CVX,CVX1,1/1/2021,3:00:18,1018,118
CVX,CVX1,1/1/2021,3:00:19,1019,119
CVX,CVX1,1/1/2021,3:00:20,1020,120
CVX,CVX1,1/1/2021,3:00:21,1021,121
CVX,CVX1,1/1/2021,3:00:22,1022,122
CVX,CVX1,1/1/2021,3:00:23,1023,123
CVX,CVX1,1/1/2021,3:00:24,1024,124
CVX,CVX1,1/1/2021,3:00:25,1025,125
CVX,CVX1,1/1/2021,3:00:26,1026,126
CVX,CVX1,1/1/2021,3:00:27,1027,127
CVX,CVX1,1/1/2021,3:00:28,1028,128
CVX,CVX1,1/1/2021,3:00:29,1029,129
CVX,CVX1,1/1/2021,3:00:30,1030,130
CVX,CVX1,1/1/2021,3:00:31,1031,131
CVX,CVX1,1/1/2021,3:00:32,1032,132
CVX,CVX1,1/1/2021,3:00:33,1033,133
CVX,CVX1,1/1/2021,3:00:34,1034,134
CVX,CVX1,1/1/2021,3:00:35,1035,135
CVX,CVX1,1/1/2021,3:00:36,1036,136
CVX,CVX1,1/1/2021,3:00:37,1037,137
CVX,CVX1,1/1/2021,3:00:38,1038,138
CVX,CVX1,1/1/2021,3:00:39,1039,139
CVX,CVX1,1/1/2021,3:00:40,1040,140
CVX,CVX1,1/1/2021,3:00:41,1041,141
CVX,CVX1,1/1/2021,3:00:42,1042,142
CVX,CVX1,1/1/2021,3:00:43,1043,143
